iter	RMSE
530	0.2463046227
531	0.2457825325
532	0.2452008168
533	0.2449738881
534	0.2445893049
535	0.2444033871
536	0.2442031805
537	0.2437505382
538	0.2436270085
539	0.2435211936
540	0.243042623
541	0.2429072895
542	0.2427340258
543	0.2423037677
544	0.2418528395
545	0.2413664768
546	0.2407451852
547	0.2400964788
548	0.2398579564
549	0.2392297802
550	0.2386877739
551	0.2381903578
552	0.238027904
553	0.2377869008
554	0.2373399553
555	0.2372372283
556	0.2367642095
557	0.2363942595
558	0.2362799792
559	0.2358629574
560	0.2357589336
561	0.2356810884
562	0.2351677423
563	0.2349568187
564	0.2344988237
565	0.234257505
566	0.2339645641
567	0.2336074733
568	0.2335089065
569	0.2334130383
570	0.23331978
571	0.2331162324
572	0.2328425489
573	0.2323331993
574	0.2322422684
575	0.2318531461
576	0.2315127161
577	0.2314042298
578	0.2312675765
579	0.2311826226
580	0.2307864373
581	0.2303250515
582	0.2299661265
583	0.2293718223
584	0.2288006618
585	0.2287166059
586	0.2282249276
587	0.2279542222
588	0.2276090408
589	0.2270903515
590	0.2265521789
591	0.2264362534
592	0.2260044642
593	0.2257263775
594	0.2253809022
595	0.2253000948
596	0.22514289
597	0.2246843385
598	0.2246346967
599	0.2242039044
600	0.2237661115
601	0.2233774664
602	0.2230570598
603	0.2226641631
604	0.2224573767
605	0.2220707872
606	0.2215301655
607	0.2214498463
608	0.2211397891
609	0.2208890494
610	0.2204428485
611	0.220221017
612	0.2201144197
613	0.2197276293
614	0.2191896225
615	0.2189240966
616	0.2185391344
617	0.2184706313
618	0.2179973253
619	0.2176906779
620	0.2173155314
621	0.2171400125
622	0.2167396363
623	0.2166968752
624	0.2164751608
625	0.2162046983
626	0.2161390276
627	0.2158331529
628	0.2154291836
629	0.2152364534
630	0.2149630089
631	0.2144638204
632	0.214115749
633	0.2138591497
634	0.213450159
635	0.213089152
636	0.2125760839
637	0.212533105
638	0.2123836552
639	0.2120145443
640	0.2119460447
641	0.2119091817
642	0.2115768653
643	0.211513725
644	0.2114190959
645	0.2108597609
646	0.2104061319
647	0.210018731
648	0.20960135
649	0.2094494129
650	0.2093972962
651	0.2089630966
652	0.2086370151
653	0.208411332
654	0.2081620406
655	0.2077977274
656	0.207482069
657	0.2074397506
658	0.2071941959
659	0.2068531177
660	0.2064153893
661	0.2061273769
662	0.2058434441
663	0.2056133645
664	0.2052470764
665	0.2048863299
666	0.2047558588
667	0.2045117594
668	0.2041342582
669	0.2037919148
670	0.2034024854
671	0.2033412285
672	0.2031876607
673	0.2028353903
674	0.2027842474
675	0.202643972
676	0.2025610061
677	0.2023851144
678	0.2021222359
679	0.2016966997
680	0.2012555546
681	0.2010624989
682	0.2008749747
683	0.2007311596
684	0.2003439766
685	0.1999980885
686	0.1999629571
687	0.1999310005
688	0.199677847
689	0.1993898231
690	0.1989824931
691	0.1988104281
692	0.1987854183
693	0.1984403005
694	0.1980155615
695	0.1977892791
696	0.1975087209
697	0.1972336275
698	0.1968875652
699	0.1965513249
700	0.1961441586
701	0.1960913685
702	0.1957905724
703	0.1954948127
704	0.195461463
705	0.1949418501
706	0.1947621908
707	0.1947283845
708	0.1943242278
709	0.1940913962
710	0.1937639398
711	0.1933961344
712	0.1930674891
713	0.1929765338
714	0.1926176674
715	0.1925825639
716	0.192419228
717	0.1921115962
718	0.1918833788
719	0.1916955104
720	0.1913337992
721	0.1909582296
722	0.1904586654
723	0.1901236641
724	0.1899976018
725	0.1898341632
726	0.189441186
727	0.1894068374
728	0.1890052947
729	0.188838261
730	0.1884962753
731	0.1881870493
732	0.1881518742
733	0.1879250146
734	0.1878084725
735	0.1876482711
736	0.1871815625
737	0.1869625187
738	0.1869335716
739	0.1866261207
740	0.1865824791
741	0.1864805967
742	0.1862368686
743	0.1859532588
744	0.1857375143
745	0.1854293575
746	0.1852096622
747	0.1850449732
748	0.1848534783
749	0.1845742539
750	0.1842513489
751	0.1841030613
752	0.1839598813
753	0.1837260311
754	0.1834796798
755	0.1833104179
756	0.1832625973
757	0.1829971402
758	0.1826987277
759	0.1824243828
760	0.1820560182
761	0.1816982248
762	0.1814583607
763	0.1811023662
764	0.1808114994
765	0.1806712815
766	0.1804731891
767	0.1801712783
768	0.1798637421
769	0.1795358842
770	0.1792685549
771	0.1789960935
772	0.1788077365
773	0.1784754024
774	0.1783220112
775	0.1780193399
776	0.1777738581
777	0.1777378805
778	0.1776341647
779	0.177517903
780	0.1771610925
781	0.1768794958
782	0.1766100011
783	0.1765783919
784	0.1764598059
785	0.176164553
786	0.1760247271
787	0.1756476917
788	0.1752941515
789	0.175037506
790	0.1746548894
791	0.1745567242
792	0.1745321788
793	0.1742528932
794	0.1739587061
795	0.1737959995
796	0.1735502226
797	0.1733019264
798	0.1728757884
799	0.1727532319
800	0.1724916819
801	0.1722087569
802	0.172096373
803	0.1720589609
804	0.1720372094
805	0.1718136972
806	0.1717677491
807	0.1714664804
808	0.1712703461
809	0.1711590965
810	0.1709725054
811	0.1707995292
812	0.1705189103
813	0.1702021995
814	0.1698453499
815	0.1697553688
816	0.1694137527
817	0.1692773806
818	0.1691624432
819	0.1688253275
820	0.1685727927
821	0.1682659114
822	0.1679045999
823	0.1677817402
824	0.167752218
825	0.1674203205
826	0.1672662318
827	0.1671398197
828	0.1669806692
829	0.1666463863
830	0.1665476694
831	0.1662233003
832	0.1659770455
833	0.1656003813
834	0.1655188788
835	0.165183881
836	0.1649664456
837	0.1648365306
838	0.164521564
839	0.1642663706
840	0.1641059359
841	0.1639416777
842	0.1638615776
843	0.1637421695
844	0.1635993064
845	0.1632863211
846	0.163153217
847	0.1629229382
848	0.1628621904
849	0.1627006908
850	0.1624345398
851	0.1621479228
852	0.1619268766
853	0.161666978
854	0.1615239355
855	0.161442412
856	0.1612253235
857	0.1610134398
858	0.1609847818
859	0.1607268059
860	0.1605319724
861	0.1602077141
862	0.1599141024
863	0.1595994591
864	0.1593854279
865	0.1591048218
866	0.1589189861
867	0.1586114738
868	0.1585320222
869	0.1582768617
870	0.1581441565
871	0.1579178647
872	0.1576472646
873	0.1575522501
874	0.1572728865
875	0.1570237273
876	0.1569327466
877	0.1567012688
878	0.1564197925
879	0.1562118571
880	0.1560341898
881	0.1559216904
882	0.1559012362
883	0.1558820127
884	0.1555844227
885	0.1554611849
886	0.1553225129
887	0.1550994078
888	0.1550741233
889	0.154885747
890	0.1545648074
891	0.1544587235
892	0.1543348858
893	0.1542465758
894	0.1540014922
895	0.1537516665
896	0.1535297243
897	0.1532170768
898	0.1530289128
899	0.1528335793
900	0.1526173567
901	0.1524160848
902	0.1523242881
903	0.1522563971
904	0.1519922464
905	0.1517088797
906	0.1515107254
907	0.1513792932
908	0.1512204757
909	0.1509134721
910	0.1506474058
911	0.150506427
912	0.1502671554
913	0.1501468173
914	0.1498672141
915	0.1497586417
916	0.1494770746
917	0.1493340457
918	0.149316017
919	0.149211621
920	0.149113622
921	0.1489099694
922	0.1487105884
923	0.1486845617
924	0.1485141096
925	0.148327832
926	0.1480595814
927	0.1478456645
928	0.1478184853
929	0.1477435403
930	0.1475342373
931	0.147416957
932	0.1472597037
933	0.1470531785
934	0.1469154938
935	0.1467001662
936	0.1465928615
937	0.1464811958
938	0.1462213289
939	0.1460795554
940	0.1458193202
941	0.1456115341
942	0.1453797354
943	0.1451747022
944	0.1450001939
945	0.1449728087
946	0.1449005412
947	0.1448334421
948	0.144766134
949	0.1446664198
950	0.1445845971
951	0.1444946716
952	0.1443029377
953	0.1440497072
954	0.143947485
955	0.1437399561
956	0.1436289773
957	0.143606411
958	0.143381418
959	0.1432968349
960	0.1431854021
961	0.1430190891
962	0.1427510129
963	0.1426750144
964	0.1425850099
965	0.1423753074
966	0.1422877188
967	0.1420766068
968	0.141853791
969	0.1416187688
970	0.1413867411
971	0.1412010134
972	0.1409934795
973	0.1408151139
974	0.1405447905
975	0.1403645077
976	0.1401509379
977	0.1399545307
978	0.139732496
979	0.1396470882
980	0.139472303
981	0.1392670529
982	0.1390496795
983	0.1388367309
984	0.1387369791
985	0.1386560402
986	0.1385673698
987	0.1383730651
988	0.1381259799
989	0.137926355
990	0.1378109511
991	0.1377438116
992	0.1375984773
993	0.1374487546
994	0.1372479156
995	0.1370747111
996	0.136849215
997	0.1366492002
998	0.1364006972
999	0.1363091795
